country_code,country_name,year,literacy,primary,secondary,tertiary,years_schooling,education_component,total_weight
TEA,East Asia & Pacific (IDA & IBRD countries),2019,0.960478897094727,0.44736616452293315,0.5330996960421307,0.2835410982733059,,0.6149144342050371,0.9
TEA,East Asia & Pacific (IDA & IBRD countries),2020,0.962679672241211,0.44843002888444866,0.5398386145063737,0.3041865032135214,,0.621197262842083,0.9
TEA,East Asia & Pacific (IDA & IBRD countries),2021,0.964058380126953,0.4481551207515433,0.5446042479704755,0.3262155072967985,,0.626591029195037,0.9
TEA,East Asia & Pacific (IDA & IBRD countries),2022,0.9654914093017579,0.44903511321599165,0.5493745777394219,0.3474986038122801,,0.6321365338226924,0.9
TEA,East Asia & Pacific (IDA & IBRD countries),2023,0.96678352355957,0.4453130568693711,0.5541215189802787,0.3639491970776202,,0.6358004752760642,0.9
TEC,Europe & Central Asia (IDA & IBRD countries),1983,0.936128463745117,,,,,0.9361284637451172,0.3
TEC,Europe & Central Asia (IDA & IBRD countries),1984,0.944755706787109,,,,,0.944755706787109,0.3
TEC,Europe & Central Asia (IDA & IBRD countries),1985,0.946623001098633,,,,,0.9466230010986331,0.3
TEC,Europe & Central Asia (IDA & IBRD countries),1986,0.948475189208984,,,,,0.948475189208984,0.3
TEC,Europe & Central Asia (IDA & IBRD countries),1987,0.950328826904297,,,,,0.950328826904297,0.3
TEC,Europe & Central Asia (IDA & IBRD countries),1988,0.952274627685547,,,,,0.952274627685547,0.3
TEC,Europe & Central Asia (IDA & IBRD countries),1989,0.9533413696289059,,,,,0.953341369628906,0.3
TEC,Europe & Central Asia (IDA & IBRD countries),1990,0.955053405761719,,,,,0.955053405761719,0.3
TEC,Europe & Central Asia (IDA & IBRD countries),1991,0.9567436981201171,,,,,0.9567436981201171,0.3
TEC,Europe & Central Asia (IDA & IBRD countries),1992,0.958372268676758,,,,,0.9583722686767581,0.3
TEC,Europe & Central Asia (IDA & IBRD countries),1993,0.959899520874023,,,,,0.959899520874023,0.3
TEC,Europe & Central Asia (IDA & IBRD countries),1994,0.961439666748047,,,,,0.961439666748047,0.3
TEC,Europe & Central Asia (IDA & IBRD countries),1995,0.962962799072266,,,,,0.962962799072266,0.3
TEC,Europe & Central Asia (IDA & IBRD countries),1996,0.964926300048828,,,,,0.9649263000488278,0.3
TEC,Europe & Central Asia (IDA & IBRD countries),1997,0.966288528442383,,,,,0.966288528442383,0.3
TEC,Europe & Central Asia (IDA & IBRD countries),1998,0.969373779296875,,,,,0.9693737792968748,0.3
TEC,Europe & Central Asia (IDA & IBRD countries),1999,0.9702207946777339,0.48933754154056325,0.5350054193497987,0.2185764836211167,,0.6171906378800555,0.9
TEC,Europe & Central Asia (IDA & IBRD countries),2000,0.972057037353516,0.47179288687140947,0.544934802734272,0.23743417318221005,,0.6198050169347068,0.9
TEC,Europe & Central Asia (IDA & IBRD countries),2001,0.972839431762695,0.48011152030697407,0.5584967546673594,0.2555179169794745,,0.6286955664488493,0.9
TEC,Europe & Central Asia (IDA & IBRD countries),2002,0.973588180541992,0.48744704318602633,0.5671216812585351,0.2736472085400921,,0.6359926271060561,0.9
